full_text;labels
banjir sore selasa maret tidak sedikitpun empati parapara korban banjir tangerang bekasi jakarta karawang wajah ceria bangga pejabat negara;0
gubernur jakarta pramono anung mengajak kepala daerah bodetabek jabar banten membahas strategi penanganan banjir bersamasama banjirjakarta penangananbanjir;2
warga terdampak banjir kelurahan gunung sahari utara kecamatan sawah jakarta pusat mengapresiasi jajaran pemerintah provinsi pemprov dki jakarta tanggap cepat penanganan terkait banjir link selesaikankasusjiwasraya;2
gaada tapi titik banjir berkurang drastis jaman gubernur kapir pemerintah pusat pemerintah daerah kerjasama pmerintah psat sipain infrastruktur bgn bendungan bogor koordinasi kwsan pmerintah daerah keruk sungai gusurin rumah pinggir sngai;2
bekasi wilayah jakarta timur digenang banjir salah korbannya rumah baim;0
pemprov jakarta lakukan modifikasi cuaca atasi banjir pemprovdki rabu pramonoanung gubernurdki dkijakarta banjir bencana modifikasicuaca bmkg cuaca beritanasional;2
selasa banjir melanda wilayah bekasi tangerang jakarta akses jalan terputus rumahrumah warga terendam akibat ketinggian banjir mencapai meter;1
presiden pemerintah pusat daerah kerja tangani banjir via;0
semoga banjir bekasi surut ya semoga sahabatkip komisi informasi dki bantu dipersulit memperoleh informasi publik komisiinformasi sengketainformasi bukainformasipublik hakandauntuktahu;1
pemerintah republik ngumpulin insinyur yg berkompeten kejadian banjir bekasi puncak kemarin;1
tidak menyalahkan tanggung pemerintah jakarta mas pramono anung banjir melanda jempol;0
tidak ngebayangin idup bekasi jkt yg rutin kena banjir tahunnya beresin rumah barang yg kena banjir kaya kasur sofa dll yg kena lumpur tidak kebayang stressnya;1
pemerintah dki jakarta menyiagakan posko kesehatan jam daerah terdampak banjir salah satunya kampung pulo jakarta timur dkijakarta operasisiagaibukota siaptanggapgalang jaki perlutahu dinkesdki;2
dukung pemerintah dki jakarta ojek online sebarkan informasi banjir;1
keren banget polri sigap banget bantu korban banjir bekasi depok semoga cepat pulih ya;2
cebong bilang banjir jakarta gegara salah pilih pemimpin seiman blablabla eh bener banget bong catet ya banjir jakarta kewenangan pemerintah pusat pujaan lho yg ngomong;0
pasca banjir melanda wilayah jakarta pemerintah provinsi pemprov turun tangan mengajak elemen masyarakat kerja bakti membersihkan areaarea banjir warga;2
solusi cerdas atasi banjir jakarta bersinergi pemerintah daerah pemerintah pusatmenyempurnakan sistem pengendalian banjir sesuai plane sistem pengendalian banjir memodifikasi cuaca;2
sudah ya temanteman selesai ya debatnya yg cm bahas jakarta tidak bkal ktemu mari dr first jgn buang sampah smbarangan pemprov sdang tangani banjir jabodetabek biar perhatian pemerintah pusat;0
ketua dpd wakil ketua dprd kabupaten bekasi ustadz budi muhammad mustafa membantu mempacking bantuan makanan santap korban banjir kantor dpc relawanpks;2
pray for bogor bekasi yg kena banjir semoga cepet surut stay safe;1
kebun teh penyebab banjir jakarta an belanda bikin kanal banjir barat rencana kanal banjir timur yg dibangun zaman gub sutyoso;0
diajak berjuang melawan hegemoni petugas parpol benahi jakarta diolokolok program kolam pipi monyet manejemen air mengatasi banjir tertawakan sayangnya warga sanggup melawan bansos;0
sorotan khusus jembatan putus kabupaten bogor gegara luapan banjir kali ciliwung kawasan puncak cisarua;1
sekretaris daerah sekda dki jakarta marullah matali mewakili pemprov dki jakarta bantuan penyintas banjir pemerintah pusat pemerintah kota bekasi mengerahkan bantuan kegiatan penanganan pasca banjir bekasi personel;2
cebong hobi hoax dipanggil rapat tidak beritanya banjir jakarta kewenangan pemerintah pusat jokowi yg berkali bilang rekam jejak digitalnya;0
respek polri yg udah bantu orang banjir bekasi amp depok terbantu banget thank you heroes tonton videonya;2
personel gabungan tnipolri mengevakuasi warga terdampak banjir perumahan asri sawangan depok jawa barat selasa pria membutuhkan cuci darah rsud sawangan kepungan banjir meter;2
salam lulusan itb geologi geofisika dibutuhkan bisa membantu menyelesaikan banjir pencegahannya jakarta;1
kerjasama jakarta bogor kurang tau ya tapi dijakarta sudah berkembang penanganan banjir yg disebabkan air kiriman dr bogor dr lahir jaman gubernur ahok kebanjiran gubernur ahok skrg tidak kebanjiran lg;0
belum batang hidungnya bencana bertubitubi ngasih pengumuman kek tau nanem sawit jakarta bisa ngilangin banjir menyelamatkan hutan kalimantan sumatera papua sulawesi dll;0
polres bogor tim gabungan bantu korban bencana banjir kecamatan cisarua pasca banjir bandang melanda desa kecamatan cisarua kabupaten bogor rumah korban ditutupi lumpur polres bogor tim gabungan membantu;2
situasi terkini banjir bekasi perumahan kemang ifi graha jatiasih bekasi;1
dlu mantan gubernur jabar insinyurkenapa bogor hujan bsar banjir kirimannya trs jakartakan lbh fokus bandung;0
fakta sulit dibantah greesel parah cantiknya baikbaik kirim pap takut pingsan tidak mental bogor spesialis kirim banjir jakarta berdasarkan info bmkg;0
bukan banjir kawasan puncak bogor sorotan khusus bupati rudy susmanto anggaran pemkab bantuan korban bencana;0
tugas gimana biar bekasi kagak banjir saban bogor ujan deres semangat semoga ide keren biar bekasi bebas banjir;1
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai evakuasi warga polri instansi terkait telah mendirikan;2
balapan dimana neng bekasi banjir;1
bnpb melaporkan jiwa terdampak meninggal dunia akibat banjir bandang melanda desa tugu selatan kecamatan cisarua kabupaten bogor jawa barat berita lengkapnya sumber;1
menyelesaikan banjir pemerintah pusat memerintahkan pemindahan ibukota kalimantan jakarta emang udah surut tanahnya piye lurs;0
jokowi sudah bolakbalik banjir jakarta kewenangan pemerintah pusat;0
wakil presiden ri gibran rakabuming raka tinjau lokasi banjir kota bekasi komaindonesia komaid komatv;2
dedikasi batas anggota polri rela pijakan evakuasi warga jakarta banjir melanda wilayah jakarta selatan aksi heroik anggota polri sorotan;2
langkah bhayangkara gentar menghadapi tantangan polri hadir melindungi membawa aman masyarakat penanganan banjir wilayah bekasi depok pesanggrahan waspadahadapibencana;2
bencana banjir jangan disiasiakan catat data maksimal debit air masuk total air banjir memudahkan pemerintah solusinya waduk yg sesuai total debit air yg banjir cc;1
hahaa lucu yg nulis goblok hehh musibah bencana tuhan yg kasih bukan pemerintah yg ciptakan banjir bukan jakarta dimana banjir nyalahin gubernur jakarta gtu lol;0
bos macet banjir jakarta mudah diatasi presiden mulyono sodorin kaca mantan dosen politik ugm;0
mengapresiasi langkah cepat kepedulian polres metro depok bantuan korban banjir kelurahan sawangan waspadahadapibencana siaga pertolongan;2
partai kembang gula bukan peduli warga jakarta tapi benci beda partai peduli warga jakarta partai benci personal tandai partainya jakarta banjir diemdiem bae;0
keinget banjir pas jakut leher dewasa sevel tenggelem sekolah libur listrik mati sampe warga patungan pake genset cas hpsenter mandi tidak mandi cm beli air pikul an cebok wkwkwk sudah ya momen sampe memori nyangkut banget ni;0
hulunya banjir bandang hilirnya minim persiapan penanganan banjir kek kurang resapan;1
menyalurkan bantuan bnpb sembako dapur mesin penyedot air bpbd kabupaten bekasi meringankan beban warga terdampak banjir;2
badan penanggulangan bencana daerah bpbd jakarta mencatat rt terendam banjir selasa wib titik banjir kawasan jakarta timur mencapai rt;1
cegah banjir jakarta pembangunan bendungan pemerintah pusat selesai banjirjabodetabek;1
salut polri turun langsung evakuasi salurkan bantuan korban banjir bekasidepok bukti nyata kerja hati respect;2
musjay engga banjir tapi akses keluarnya yg banjir wkwkwk;1
parah mam puncak banjir bandang puncak bisa kiamat sudah khrisna thn warga ciluar bogor;0
infosonora update banjir subuh pasar puri pesanggrahan sepinggang graha mas jl perjuangan jakbar jalan airnya motor mogok mustika raksa tangerang rs ananda babelan bekasi utara sumber;1
breaking banjir bogor bekasi diduga karna ulah lgbt;1
sampe berbuih buih pemerintah pusat atasi banjir dki gubernurnya ogah ogahan jakarta akan tetep kebanjiran jangan salahkan pemerintah pusat salahkan gubernur dki;0
perumahan vila anggrek gading terrace bumi anggrek darmawangsa terendam banjir teruntuk pemerintah kabupaten bekasi tolong siaga banjir;0
sempet warga yg banjiran tapi tidak parah pernahnya terjebak skrng pindah dataran tapi liat berita bogor banjir yy diatas sudah kena dampak bajir dataran rendahh kek jadetabek;0
disebabkan air kiriman bogor jawa barat mengalami hujan intensitas semoga korban terdampak banjir ketabahan kekuatan menghadapi musibah mari bersamasama panjatkan doa terbaik;1
pemerintah serius atasi permasalahan banjir indonesia banjirjakarta banjirjabodetabek banjir banjirjakarta niesdimana;1
banjir melanda kecamatan kedungwaringin akibat curah hujan luapan sungai ratusan warga mengungsi kondisi warga kelancaran bantuan wakil bupati bekasi asep surya atmaja;1
pas masi sma temen yg tinggalnya kemprat ngeliat mrk ky ih bagus ya tinggalnya namanya ky eksklusif gitu tidak banjir bandang yg ngelumpuhin jakarta bbrp temen yg tinggal daerah sblh kaga;0
mall mega bekasi banjir pengunjung panik selamatkan banjirbekasi banjir malmegabekasi malbekasibanjir bekasiselatan jabodetabekbanjir longervideos;1
bocah tewas evakuasi banjir gubernur jakarta berduka;1
link kk gunungputri kebanjiran polres bogor bantu evakuasi logistik bogor banjir melanda kabupaten bogor jawa barat jabar polres bogor polda jawa barat bantuan perhatian khusus kecamatan warga terdampak;2
wamen diana langkahlangkah penanganan pasca banjir sungai ciliwung wilayah cisarua berkoordinasi lintas sektoral pemprov jawa barat pemerintah kab bogor upaya relokasi warga tinggal badan sungai;2
semangat ya warga dki bekasi bogor tangerang suasana banjir pemerintah berhemat merdeka presiden;0
jaksa sudah kasusin pengembang pejabat pemkot dh pemkab bekasi yg terlibat pembangunan villa nusa indah pondok gede permai kemang ifi anjrit banjir tidak ngotak kejadiannya;0
mengakibatkan peningkatan debit air menyebabkan wilayah kota bekasi kecamatan mengalami bencana banjir wali kota bekasi tri adhianto tujuh wilayah terdampak banjir bekasi timur bekasi utara bekasi selatan jari asih pondok gede;1
sihh nyalahin pemerintah banjirjakarta bencana bukan pemerintah main tangan biar wilayah banjir gonta ganti pemerintah tapi masyarakatnya kaya gini buang sampah sembarangan mahh ajaa;0
gubernur mu tidak bisa kerja kerjasama dgn pemerintah pusat banjir bisa atasi jakarta msh wewenang gubernur tangan yg menangani tangan tidak becus dipotong pa;0
aneh orang kena banjir vokal bedanya didengarngga banjir bukan keluhan warga doang tapi emang sudah penanganan pemerintah banjir bekasi terparah kiriman arah bukan daerah;0
tidak baca qs arrum sich protes cari penyebab banjirnya tugas pemerintah meminimalisir banjir dah gitu shameonyouformulaejakarta shameonyoukecebong;0
dapat bantuan wali kota bekasi tri mendata korban banjir sesuai kriteria baca selengkapnya kunjungi bekasikotagoid banjirbekasi kotabekasi pemkotbekasi;2
bogor tolong be nice jangan ujan sedih liat jatiasih banjir;1
cegah banjir jakarta berulang pemerintah akan rekayasa cuaca menebar garam awanawan jumat tmcbpptatasibanjirjabodetabek bppt bpptsolidsmartspeed inovasibppt;0
personel gabungan tnipolri mengevakuasi warga terdampak banjir perumahan asri sawangan depok jawa barat selasa pria membutuhkan cuci darah rsud sawangan kepungan banjir meter evakuasi;2
pemerintah pusat utang dki rp triliun netizen pantesan gubernur anies kesulitan melaksanakan program penuntasan mengatasi banjir jakarta duitnya diutang pemerintah pusat bayar woy;0
mulut comberan noh jakarta banjir ndak komen gubernurnya bukan anis ya yaumul hisab kelak tidak lolos;0
pemerintah teknik modifikasi cuaca mengurangi intensitas hujan mencegah banjir banjir mengenangi titik teluk gong jakarta utara selengkapnya tvone connect tvonenews akipagitvone banjir modifikasicuaca telukgong;2
banjir anies salahkan jokowi praktik post truth firehose of falsehood jakarta banjir macet menewaskan puluhan orang jabodetabek jokowi salah pemerintah pusat bukan anies becus ngeles;0
hello hello tolong bantuan pondok gede permai jatiasih alfamart anggota keluarga terkena asma banjir sudah lantai sebetis;1
ya allah milyar kerugian peternak akibat banjir bekasi semoga peternak kesabaran diganti dg rizeki aamiin;1
hallosobatbabe kegiatan kerja bakti pegawai lingkungan bapas kelas ii bekasi pasca banjir pelaksanaan kegiatan meliputi pembersihan area bapas kelas ii bekasi pembersihan area kantor kemenimipas guardandguide ditjenpas;2
banjir jakarta psi anies menjabat genangan jakarta langsung dijadikan amunisi kritik psi hujan belum turun sudah narasi tapi banjir luas parah tapi suaranya;0
walkot bekasi tri adhianto soroti penghijauan wilayah bogor banjir parah melanda wilayahnya bupati bogor rudy mengajaknya bersamasama menyelesaikan penghijauan puncak;1
kemensos siapkan bantuan banjir rp m jakarta bekasi;2
pemimpin terjun kelapangan tapi tidak kebijakan mengatasi banjir pemimpin tidak kelapangan tidak berbuat kebijakan mengatasi banjir pemimpin tidak kelapangan tapi bikin gagasan ngatasin banjir kelapangan kebijakan;0
udah banjir nyalahin pemerintah mulu nyalahin anies mulu zaman orok ni jakarta udah langganan banjir pembangunan bungkus permen yg ah doang banjirjakarta;0
selasa banjir wilayah kota kabupaten bekasi jawa barat rumah terendam ketinggian ratarata meter sahabatwalhi penyebabnya banjirbekasi banjirbogor keadilanekologis;1
ngomong banjir ya bbrp area emang akan wajar bantaran sungai amp rendah drainase yg jelek sampah dll speaking of sampah bayangin kali sungai sampahnya bisa sampe kursi kulkas kasur orang jakarta tau yg maksud;0
repost from andiaraofficial andiara aprilia hikmat anggota dpd ri meninjau bantuan korban banjir titik kota tangerang beliau berkoordinasi pemerintah;2
giat kecamatan sawangan d titik longsor lokasi kelcinangka sawangan depok dlm rangka mnindaklanjuti surat keputusan walikota depok bpk khdr mohammad idris ma tntng pntapan status tnggap darurat bncana banjir tanah longsor angin kencang kota depok minggu;2
bnpb memantau membantu upaya bpbd wilayah jakartabogordepoktangerangbekasi jabodetabek penanganan darurat banjir layarnews referensi berita news banjir bencanahidrometeorologi bnpb jabodetabek;2
paketku stuck d depok anjr banjir ya;1
duhh kepencet jokowi sudah bolak banjir jakarta kewenangan pemerintah pusat;0
hebat polres metro depok bantuan masyarakat yg terkena banjir polri siaga pertolongan imbauan waspadahadapibencana;2
badan penanggulangan bencana daerah bpbd kota tangerang selatan tangsel banten kepala keluarga kk daerah terdampak bencana alam banjir;2
yo pemda jakarta jawa barat pemkot pemkab bekasi bogor banjir solusinya cuy;0
march tv and streaming schedule banjir jakarta bogor puncak dewtee dood vcscrot;1
yg banjir bogor bekasi jakarta yg parah anyway kali bekasi kecamatan jatiasih pertemuan kali celeungsi kali cikeas berasal kabupaten bogor;1
